inspection_id,mine_id,inspection_type,inspector_role,department,inspection_date,inspection_time,latitude,longitude,zone,checklist_score_pct,observation_summary,photo_count,video_count,severity,inspection_status,geo_tagged,time_stamped,data_source
INSP-00118,M007,Electrical Inspection,Electrical Engineer,Environment,2026-07-30,07:15:00,23.617285,87.110615,Workshop,54,Electrical housekeeping / guarding issue observed,3,0,MEDIUM,ACTION_REQUIRED,YES,YES,MOBILE_APP_DEMO
INSP-00119,M007,Underground Electrical Inspection,Mechanical Engineer,Mechanical,2026-06-06,10:00:00,23.633212,87.12601,Workshop,63,Cable/protection deficiency observed,4,1,MEDIUM,ACTION_REQUIRED,YES,YES,MOBILE_APP_DEMO
INSP-00120,M007,Ventilation Inspection,Safety Officer,Safety,2026-06-20,10:30:00,23.608364,87.116998,West Dump,96,Ventilation Inspection completed; no major deviation observed,2,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00121,M007,Electrical Inspection,Mechanical Engineer,Environment,2026-08-12,07:15:00,23.626091,87.112252,Haul Road H3,88,Electrical Inspection completed; no major deviation observed,3,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00122,M007,Mechanical Inspection,Mine Foreman,Environment,2026-07-06,12:15:00,23.631251,87.130192,Panel-2,55,Maintenance / guarding issue observed,4,1,CRITICAL,ACTION_REQUIRED,YES,YES,MOBILE_APP_DEMO
INSP-00123,M007,Gas Monitoring Inspection,Mechanical Engineer,Electrical,2026-08-14,19:00:00,23.631171,87.109401,West Dump,95,Gas Monitoring Inspection completed; no major deviation observed,4,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00124,M007,Contractor Inspection,Environment Officer,Environment,2026-09-02,13:15:00,23.622432,87.13005,Water Station,93,Contractor Inspection completed; no major deviation observed,1,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00125,M007,Electrical Inspection,Environment Officer,Mechanical,2026-07-06,16:15:00,23.631354,87.129364,Panel-1,95,Electrical Inspection completed; no major deviation observed,1,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00126,M007,Safety Inspection,Environment Officer,Safety,2026-08-07,16:00:00,23.614787,87.126744,Coal Face,96,Safety Inspection completed; no major deviation observed,2,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00127,M008,Blasting Area Inspection,Environment Officer,Operations,2026-06-17,08:30:00,21.832421,83.928954,Coal Face,97,Blasting Area Inspection completed; no major deviation observed,1,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00128,M008,Slope Inspection,Safety Officer,Operations,2026-07-16,18:00:00,21.821117,83.912051,Haul Road H3,93,Slope Inspection completed; no major deviation observed,5,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00129,M008,Contractor Inspection,Mine Foreman,Environment,2026-06-17,07:30:00,21.826255,83.930937,West Dump,82,Contractor Inspection completed; no major deviation observed,4,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00130,M008,Statutory Checklist,Safety Officer,Operations,2026-06-29,16:00:00,21.80746,83.908644,Main Incline,84,Statutory Checklist completed; no major deviation observed,3,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00131,M008,Slope Inspection,Mine Foreman,Safety,2026-08-29,08:30:00,21.827331,83.927888,Coal Face,86,Slope Inspection completed; no major deviation observed,3,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00132,M008,Slope Inspection,Electrical Engineer,Safety,2026-07-15,19:45:00,21.805307,83.911655,Panel-1,88,Slope Inspection completed; no major deviation observed,1,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00133,M008,Environment Inspection,Mechanical Engineer,Operations,2026-06-21,19:45:00,21.820178,83.914395,Main Incline,87,Environment Inspection completed; no major deviation observed,4,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00134,M008,Blasting Area Inspection,Mine Foreman,Mechanical,2026-06-16,07:30:00,21.820195,83.905392,East Pit,100,Blasting Area Inspection completed; no major deviation observed,5,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00135,M008,Contractor Inspection,Environment Officer,Mechanical,2026-06-16,16:45:00,21.832863,83.909011,Workshop,95,Contractor Inspection completed; no major deviation observed,3,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00136,M008,Haul Road Inspection,Mechanical Engineer,Electrical,2026-06-14,13:15:00,21.809533,83.928552,Haul Road H3,53,Safety berm damaged / road edge deterioration,4,1,MEDIUM,ACTION_REQUIRED,YES,YES,MOBILE_APP_DEMO
INSP-00137,M008,Electrical Inspection,Electrical Engineer,Operations,2026-07-31,09:15:00,21.819888,83.917776,Workshop,96,Electrical Inspection completed; no major deviation observed,5,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00138,M008,Environment Inspection,Safety Officer,Environment,2026-07-05,18:45:00,21.811817,83.921339,West Dump,87,Environment Inspection completed; no major deviation observed,1,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00139,M008,Mechanical Inspection,Mechanical Engineer,Mechanical,2026-08-18,15:15:00,21.81665,83.922617,Panel-1,94,Mechanical Inspection completed; no major deviation observed,5,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00140,M008,Electrical Inspection,Mine Foreman,Safety,2026-06-23,16:45:00,21.817175,83.907514,Water Station,84,Electrical Inspection completed; no major deviation observed,1,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00141,M008,Slope Inspection,Safety Officer,Safety,2026-08-25,07:00:00,21.827591,83.914805,Panel-1,85,Slope Inspection completed; no major deviation observed,2,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00142,M008,OB Dump Inspection,Mine Foreman,Safety,2026-07-26,20:00:00,21.812639,83.919147,Panel-2,94,OB Dump Inspection completed; no major deviation observed,4,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00143,M008,Blasting Area Inspection,Safety Officer,Environment,2026-07-13,06:30:00,21.823842,83.908448,Water Station,99,Blasting Area Inspection completed; no major deviation observed,3,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00144,M008,Blasting Area Inspection,Environment Officer,Safety,2026-06-13,19:00:00,21.816848,83.92191,Panel-1,75,Blast exclusion/signage deficiency,5,1,HIGH,ACTION_REQUIRED,YES,YES,MOBILE_APP_DEMO
INSP-00145,M009,Safety Inspection,Electrical Engineer,Mechanical,2026-06-11,08:30:00,23.306054,82.337474,Panel-1,96,Safety Inspection completed; no major deviation observed,1,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00146,M009,Statutory Checklist,Electrical Engineer,Mechanical,2026-07-07,08:30:00,23.312866,82.352972,Workshop,83,Statutory Checklist completed; no major deviation observed,2,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00147,M009,Blasting Area Inspection,Safety Officer,Safety,2026-08-03,14:00:00,23.293099,82.35716,East Pit,99,Blasting Area Inspection completed; no major deviation observed,2,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00148,M009,Ventilation Inspection,Electrical Engineer,Environment,2026-06-22,06:30:00,23.301494,82.349379,Water Station,89,Ventilation Inspection completed; no major deviation observed,3,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00149,M009,Statutory Checklist,Electrical Engineer,Environment,2026-06-30,11:30:00,23.301429,82.342404,Panel-1,97,Statutory Checklist completed; no major deviation observed,3,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00150,M009,OB Dump Inspection,Mine Foreman,Operations,2026-06-22,14:15:00,23.286414,82.34553,Haul Road H3,100,OB Dump Inspection completed; no major deviation observed,5,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00151,M009,Gas Monitoring Inspection,Mine Foreman,Operations,2026-08-12,16:15:00,23.300225,82.34912,Coal Face,93,Gas Monitoring Inspection completed; no major deviation observed,5,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00152,M009,Statutory Checklist,Safety Officer,Safety,2026-07-16,12:00:00,23.299092,82.342568,Panel-1,53,Required record/evidence missing,2,1,LOW,ACTION_REQUIRED,YES,YES,MOBILE_APP_DEMO
INSP-00153,M010,Mechanical Inspection,Safety Officer,Environment,2026-06-09,17:45:00,23.685766,85.993902,Main Incline,83,Mechanical Inspection completed; no major deviation observed,4,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00154,M010,Ventilation Inspection,Environment Officer,Mechanical,2026-07-21,06:00:00,23.697376,85.994491,Main Incline,93,Ventilation Inspection completed; no major deviation observed,4,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00155,M010,Contractor Inspection,Safety Officer,Operations,2026-07-17,20:30:00,23.677247,86.003998,Panel-2,84,Contractor Inspection completed; no major deviation observed,4,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00156,M010,Statutory Checklist,Environment Officer,Electrical,2026-07-06,17:00:00,23.696088,85.996359,Coal Face,76,Required record/evidence missing,1,0,LOW,ACTION_REQUIRED,YES,YES,MOBILE_APP_DEMO
INSP-00157,M010,Mechanical Inspection,Safety Officer,Operations,2026-06-28,19:30:00,23.689621,85.996656,West Dump,90,Mechanical Inspection completed; no major deviation observed,5,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00158,M010,Underground Electrical Inspection,Environment Officer,Mechanical,2026-07-08,18:45:00,23.691771,85.989957,East Pit,96,Underground Electrical Inspection completed; no major deviation observed,2,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00159,M010,Roof/Strata Inspection,Safety Officer,Safety,2026-07-05,20:45:00,23.693368,85.977047,Panel-1,87,Roof/Strata Inspection completed; no major deviation observed,4,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00160,M010,Environment Inspection,Electrical Engineer,Environment,2026-07-21,11:15:00,23.68621,85.994937,Main Incline,95,Environment Inspection completed; no major deviation observed,3,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00161,M011,Contractor Inspection,Environment Officer,Mechanical,2026-06-21,10:30:00,23.300118,81.343389,Water Station,92,Contractor Inspection completed; no major deviation observed,3,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00162,M011,Gas Monitoring Inspection,Mechanical Engineer,Electrical,2026-08-28,15:15:00,23.291231,81.337336,Coal Face,93,Gas Monitoring Inspection completed; no major deviation observed,5,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00163,M011,Contractor Inspection,Mine Foreman,Electrical,2026-07-31,11:45:00,23.290826,81.337535,Coal Face,83,Contractor Inspection completed; no major deviation observed,4,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00164,M011,Slope Inspection,Mine Foreman,Electrical,2026-08-11,16:45:00,23.290117,81.355182,Panel-1,85,Slope Inspection completed; no major deviation observed,5,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00165,M011,Roof/Strata Inspection,Mechanical Engineer,Safety,2026-07-09,20:15:00,23.303176,81.356857,Coal Face,59,Roof crack / support deficiency observed,3,1,CRITICAL,ACTION_REQUIRED,YES,YES,MOBILE_APP_DEMO
INSP-00166,M011,Electrical Inspection,Environment Officer,Mechanical,2026-07-26,16:30:00,23.304209,81.335144,Panel-1,84,Electrical Inspection completed; no major deviation observed,5,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00167,M011,Slope Inspection,Mechanical Engineer,Environment,2026-06-20,10:45:00,23.309795,81.360224,Coal Face,92,Slope Inspection completed; no major deviation observed,4,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00168,M011,OB Dump Inspection,Environment Officer,Safety,2026-06-20,07:15:00,23.310652,81.345274,Panel-1,82,OB Dump Inspection completed; no major deviation observed,5,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00169,M011,Safety Inspection,Mechanical Engineer,Electrical,2026-07-24,12:45:00,23.286292,81.358128,Panel-1,46,Unsafe condition identified,4,1,MEDIUM,ACTION_REQUIRED,YES,YES,MOBILE_APP_DEMO
INSP-00170,M011,Safety Inspection,Environment Officer,Environment,2026-06-25,16:45:00,23.31194,81.359705,Panel-1,88,Safety Inspection completed; no major deviation observed,2,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00171,M011,Contractor Inspection,Safety Officer,Operations,2026-06-15,14:30:00,23.287813,81.357389,West Dump,92,Contractor Inspection completed; no major deviation observed,4,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00172,M011,Environment Inspection,Mine Foreman,Environment,2026-06-04,18:45:00,23.288749,81.361322,West Dump,93,Environment Inspection completed; no major deviation observed,4,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00173,M011,Roof/Strata Inspection,Mine Foreman,Safety,2026-08-08,18:15:00,23.310384,81.351306,Main Incline,61,Roof crack / support deficiency observed,4,0,LOW,ACTION_REQUIRED,YES,YES,MOBILE_APP_DEMO
INSP-00174,M011,Haul Road Inspection,Environment Officer,Electrical,2026-08-19,14:15:00,23.285554,81.3518,East Pit,91,Haul Road Inspection completed; no major deviation observed,2,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00175,M011,Ventilation Inspection,Safety Officer,Operations,2026-06-14,18:30:00,23.297167,81.341345,West Dump,86,Ventilation Inspection completed; no major deviation observed,5,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00176,M011,Ventilation Inspection,Environment Officer,Electrical,2026-06-13,08:45:00,23.31407,81.345558,Water Station,95,Ventilation Inspection completed; no major deviation observed,3,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00177,M011,Mechanical Inspection,Electrical Engineer,Electrical,2026-06-13,19:00:00,23.287821,81.351034,Main Incline,69,Maintenance / guarding issue observed,3,1,HIGH,ACTION_REQUIRED,YES,YES,MOBILE_APP_DEMO
INSP-00178,M011,Electrical Inspection,Mechanical Engineer,Mechanical,2026-06-12,13:30:00,23.287673,81.354407,Coal Face,97,Electrical Inspection completed; no major deviation observed,5,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00179,M012,Electrical Inspection,Electrical Engineer,Operations,2026-07-14,10:15:00,23.32164,86.353907,Workshop,91,Electrical Inspection completed; no major deviation observed,1,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00180,M012,Mechanical Inspection,Mine Foreman,Mechanical,2026-08-25,17:45:00,23.335328,86.36596,Coal Face,90,Mechanical Inspection completed; no major deviation observed,2,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00181,M012,Electrical Inspection,Environment Officer,Environment,2026-08-17,10:30:00,23.340918,86.345779,Panel-2,97,Electrical Inspection completed; no major deviation observed,4,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00182,M012,Slope Inspection,Mine Foreman,Environment,2026-08-12,18:30:00,23.343596,86.364514,East Pit,89,Slope Inspection completed; no major deviation observed,1,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00183,M012,OB Dump Inspection,Environment Officer,Electrical,2026-08-27,19:30:00,23.330169,86.351287,Coal Face,100,OB Dump Inspection completed; no major deviation observed,3,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00184,M012,Slope Inspection,Electrical Engineer,Mechanical,2026-06-08,14:00:00,23.344801,86.373325,West Dump,57,Surface crack / local movement observed,3,0,MEDIUM,ACTION_REQUIRED,YES,YES,MOBILE_APP_DEMO
INSP-00185,M012,Electrical Inspection,Electrical Engineer,Environment,2026-07-21,07:15:00,23.337701,86.362429,Panel-1,92,Electrical Inspection completed; no major deviation observed,2,0,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
INSP-00186,M012,Mechanical Inspection,Safety Officer,Safety,2026-06-14,20:45:00,23.343645,86.355637,Main Incline,95,Mechanical Inspection completed; no major deviation observed,3,1,LOW,CLOSED,YES,YES,MOBILE_APP_DEMO
