reading_id,mine_id,station_id,parameter,value,unit,configured_min,configured_max,latitude,longitude,timestamp,source,compliance_status,exceedance_pct,threshold_source,data_note
ENV-0001024,M004,ENV-ST-M004-01,NO2,33.15,ug/m3,,80,18.738719,79.516611,2026-07-25T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001025,M004,ENV-ST-M004-03,CO,0.84,mg/m3,,4,18.721525,79.519849,2026-07-25T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001026,M004,ENV-ST-M004-03,pH,6.86,pH,6.5,8.5,18.730803,79.524309,2026-07-25T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001027,M004,ENV-ST-M004-03,TSS,49.86,mg/L,,100,18.732505,79.513304,2026-07-25T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001028,M004,ENV-ST-M004-02,TDS,728.79,mg/L,,2100,18.722994,79.52587,2026-07-25T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001029,M004,ENV-ST-M004-02,COD,97.87,mg/L,,250,18.726987,79.52569,2026-07-25T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001030,M004,ENV-ST-M004-02,BOD,18.21,mg/L,,30,18.721322,79.526427,2026-07-25T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001031,M004,ENV-ST-M004-02,Oil_Grease,3.4,mg/L,,10,18.723342,79.516816,2026-07-25T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001032,M004,ENV-ST-M004-01,Noise,65.99,dB(A),,85,18.726244,79.524612,2026-07-25T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001033,M004,ENV-ST-M004-02,PM2.5,40.98,ug/m3,,60,18.734816,79.527273,2026-07-22T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001034,M004,ENV-ST-M004-01,PM10,63.92,ug/m3,,100,18.739999,79.529195,2026-07-22T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001035,M004,ENV-ST-M004-01,SO2,36.6,ug/m3,,80,18.722264,79.511223,2026-07-22T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001036,M004,ENV-ST-M004-03,NO2,36.86,ug/m3,,80,18.722451,79.520312,2026-07-22T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001037,M004,ENV-ST-M004-01,CO,0.66,mg/m3,,4,18.73268,79.52417,2026-07-22T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001038,M004,ENV-ST-M004-02,pH,8.18,pH,6.5,8.5,18.728267,79.519375,2026-07-22T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001039,M004,ENV-ST-M004-01,TSS,49.24,mg/L,,100,18.723203,79.511864,2026-07-22T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001040,M004,ENV-ST-M004-01,TDS,780.02,mg/L,,2100,18.729337,79.528907,2026-07-22T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001041,M004,ENV-ST-M004-02,COD,142.32,mg/L,,250,18.734999,79.524545,2026-07-22T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001042,M004,ENV-ST-M004-01,BOD,16.35,mg/L,,30,18.7224,79.523593,2026-07-22T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001043,M004,ENV-ST-M004-02,Oil_Grease,3.06,mg/L,,10,18.733584,79.5129,2026-07-22T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001044,M004,ENV-ST-M004-02,Noise,71.21,dB(A),,85,18.721158,79.510937,2026-07-22T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001045,M004,ENV-ST-M004-01,PM2.5,28.36,ug/m3,,60,18.72016,79.520548,2026-07-19T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001046,M004,ENV-ST-M004-02,PM10,82.8,ug/m3,,100,18.720771,79.51901,2026-07-19T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001047,M004,ENV-ST-M004-01,SO2,37.46,ug/m3,,80,18.732494,79.511691,2026-07-19T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001048,M004,ENV-ST-M004-01,NO2,38.22,ug/m3,,80,18.72221,79.51238,2026-07-19T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001049,M004,ENV-ST-M004-02,CO,1.31,mg/m3,,4,18.72468,79.526219,2026-07-19T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001050,M004,ENV-ST-M004-01,pH,7.16,pH,6.5,8.5,18.730423,79.515921,2026-07-19T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001051,M004,ENV-ST-M004-01,TSS,38.38,mg/L,,100,18.736661,79.519359,2026-07-19T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001052,M004,ENV-ST-M004-02,TDS,369.35,mg/L,,2100,18.726438,79.517501,2026-07-19T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001053,M004,ENV-ST-M004-03,COD,81.01,mg/L,,250,18.730126,79.515263,2026-07-19T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001054,M004,ENV-ST-M004-03,BOD,19.92,mg/L,,30,18.724021,79.510317,2026-07-19T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001055,M004,ENV-ST-M004-01,Oil_Grease,3.81,mg/L,,10,18.722261,79.516114,2026-07-19T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001056,M004,ENV-ST-M004-03,Noise,58.36,dB(A),,85,18.738962,79.518712,2026-07-19T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001057,M004,ENV-ST-M004-03,PM2.5,33.97,ug/m3,,60,18.730523,79.515554,2026-07-16T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001058,M004,ENV-ST-M004-03,PM10,62.75,ug/m3,,100,18.737571,79.527928,2026-07-16T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001059,M004,ENV-ST-M004-02,SO2,14.58,ug/m3,,80,18.737476,79.511029,2026-07-16T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001060,M004,ENV-ST-M004-02,NO2,35.75,ug/m3,,80,18.721947,79.520469,2026-07-16T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001061,M004,ENV-ST-M004-02,CO,1.01,mg/m3,,4,18.731621,79.510711,2026-07-16T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001062,M004,ENV-ST-M004-01,pH,6.42,pH,6.5,8.5,18.725294,79.515725,2026-07-16T22:00:00,DEMO_MONITORING_FEED,EXCEEDED,4.0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001063,M004,ENV-ST-M004-02,TSS,57.16,mg/L,,100,18.7298,79.514392,2026-07-16T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001064,M004,ENV-ST-M004-02,TDS,878.8,mg/L,,2100,18.733805,79.51314,2026-07-16T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001065,M004,ENV-ST-M004-03,COD,74.57,mg/L,,250,18.731029,79.519636,2026-07-16T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001066,M004,ENV-ST-M004-03,BOD,9.89,mg/L,,30,18.734765,79.514299,2026-07-16T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001067,M004,ENV-ST-M004-02,Oil_Grease,3.84,mg/L,,10,18.720931,79.519824,2026-07-16T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001068,M004,ENV-ST-M004-02,Noise,62.17,dB(A),,85,18.728413,79.526169,2026-07-16T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001069,M004,ENV-ST-M004-03,PM2.5,25.29,ug/m3,,60,18.727206,79.517909,2026-07-13T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001070,M004,ENV-ST-M004-01,PM10,53.96,ug/m3,,100,18.729709,79.516174,2026-07-13T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001071,M004,ENV-ST-M004-02,SO2,37.72,ug/m3,,80,18.734482,79.512818,2026-07-13T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001072,M004,ENV-ST-M004-01,NO2,37.55,ug/m3,,80,18.723035,79.525717,2026-07-13T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001073,M004,ENV-ST-M004-03,CO,0.88,mg/m3,,4,18.737097,79.527394,2026-07-13T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001074,M004,ENV-ST-M004-01,pH,6.69,pH,6.5,8.5,18.723821,79.52898,2026-07-13T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001075,M004,ENV-ST-M004-02,TSS,44.24,mg/L,,100,18.734437,79.529631,2026-07-13T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001076,M004,ENV-ST-M004-01,TDS,810.66,mg/L,,2100,18.72819,79.524226,2026-07-13T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001077,M004,ENV-ST-M004-02,COD,98.94,mg/L,,250,18.728309,79.522811,2026-07-13T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001078,M004,ENV-ST-M004-02,BOD,13.17,mg/L,,30,18.724511,79.512025,2026-07-13T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001079,M004,ENV-ST-M004-01,Oil_Grease,5.47,mg/L,,10,18.730956,79.512758,2026-07-13T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001080,M004,ENV-ST-M004-02,Noise,87.68,dB(A),,85,18.721596,79.52253,2026-07-13T22:00:00,DEMO_MONITORING_FEED,EXCEEDED,3.2,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001081,M004,ENV-ST-M004-01,PM2.5,49.29,ug/m3,,60,18.720891,79.520084,2026-07-10T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001082,M004,ENV-ST-M004-03,PM10,76.29,ug/m3,,100,18.733205,79.510904,2026-07-10T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001083,M004,ENV-ST-M004-01,SO2,22.29,ug/m3,,80,18.738675,79.515646,2026-07-10T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001084,M004,ENV-ST-M004-02,NO2,28.4,ug/m3,,80,18.727896,79.511019,2026-07-10T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001085,M004,ENV-ST-M004-03,CO,0.96,mg/m3,,4,18.736127,79.529801,2026-07-10T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001086,M004,ENV-ST-M004-01,pH,6.53,pH,6.5,8.5,18.731849,79.51718,2026-07-10T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001087,M004,ENV-ST-M004-01,TSS,47.64,mg/L,,100,18.725818,79.515924,2026-07-10T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001088,M004,ENV-ST-M004-01,TDS,383.19,mg/L,,2100,18.739276,79.51982,2026-07-10T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001089,M004,ENV-ST-M004-03,COD,102.61,mg/L,,250,18.732809,79.510225,2026-07-10T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001090,M004,ENV-ST-M004-01,BOD,13.74,mg/L,,30,18.720323,79.510429,2026-07-10T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001091,M004,ENV-ST-M004-02,Oil_Grease,0.96,mg/L,,10,18.721131,79.524953,2026-07-10T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001092,M004,ENV-ST-M004-02,Noise,75.98,dB(A),,85,18.73279,79.516735,2026-07-10T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001093,M004,ENV-ST-M004-01,PM2.5,31.73,ug/m3,,60,18.731295,79.521972,2026-07-07T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001094,M004,ENV-ST-M004-01,PM10,82.33,ug/m3,,100,18.721129,79.51767,2026-07-07T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001095,M004,ENV-ST-M004-03,SO2,24.95,ug/m3,,80,18.739659,79.519386,2026-07-07T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001096,M004,ENV-ST-M004-03,NO2,45.01,ug/m3,,80,18.725779,79.518777,2026-07-07T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001097,M004,ENV-ST-M004-03,CO,0.7,mg/m3,,4,18.723429,79.518399,2026-07-07T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001098,M004,ENV-ST-M004-03,pH,6.65,pH,6.5,8.5,18.730817,79.52176,2026-07-07T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001099,M004,ENV-ST-M004-02,TSS,63.54,mg/L,,100,18.738431,79.524737,2026-07-07T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001100,M004,ENV-ST-M004-03,TDS,1078.33,mg/L,,2100,18.728647,79.514906,2026-07-07T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001101,M004,ENV-ST-M004-01,COD,105.31,mg/L,,250,18.723203,79.527408,2026-07-07T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001102,M004,ENV-ST-M004-01,BOD,16.11,mg/L,,30,18.736834,79.51562,2026-07-07T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001103,M004,ENV-ST-M004-03,Oil_Grease,5.28,mg/L,,10,18.72384,79.527116,2026-07-07T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001104,M004,ENV-ST-M004-01,Noise,47.46,dB(A),,85,18.721156,79.516571,2026-07-07T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001105,M004,ENV-ST-M004-01,PM2.5,32.94,ug/m3,,60,18.733789,79.517439,2026-07-04T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001106,M004,ENV-ST-M004-02,PM10,66.28,ug/m3,,100,18.738495,79.5236,2026-07-04T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001107,M004,ENV-ST-M004-02,SO2,30.4,ug/m3,,80,18.732898,79.513546,2026-07-04T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001108,M004,ENV-ST-M004-02,NO2,21.14,ug/m3,,80,18.727429,79.528673,2026-07-04T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001109,M004,ENV-ST-M004-01,CO,0.85,mg/m3,,4,18.737097,79.514064,2026-07-04T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001110,M004,ENV-ST-M004-03,pH,6.22,pH,6.5,8.5,18.7316,79.511044,2026-07-04T06:00:00,DEMO_MONITORING_FEED,EXCEEDED,14.0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001111,M004,ENV-ST-M004-03,TSS,62.65,mg/L,,100,18.732708,79.527589,2026-07-04T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001112,M004,ENV-ST-M004-03,TDS,827.8,mg/L,,2100,18.728437,79.52872,2026-07-04T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001113,M004,ENV-ST-M004-01,COD,132.84,mg/L,,250,18.726692,79.517308,2026-07-04T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001114,M004,ENV-ST-M004-03,BOD,10.4,mg/L,,30,18.733246,79.524172,2026-07-04T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001115,M004,ENV-ST-M004-02,Oil_Grease,6.19,mg/L,,10,18.730971,79.516631,2026-07-04T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001116,M004,ENV-ST-M004-02,Noise,66.36,dB(A),,85,18.723947,79.513348,2026-07-04T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001117,M004,ENV-ST-M004-03,PM2.5,44.94,ug/m3,,60,18.734527,79.528905,2026-07-01T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001118,M004,ENV-ST-M004-02,PM10,72.35,ug/m3,,100,18.726641,79.51047,2026-07-01T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001119,M004,ENV-ST-M004-01,SO2,33.01,ug/m3,,80,18.726859,79.528166,2026-07-01T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001120,M004,ENV-ST-M004-03,NO2,32.69,ug/m3,,80,18.735917,79.510403,2026-07-01T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001121,M004,ENV-ST-M004-03,CO,0.37,mg/m3,,4,18.732831,79.512898,2026-07-01T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001122,M004,ENV-ST-M004-03,pH,7.32,pH,6.5,8.5,18.731854,79.526452,2026-07-01T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001123,M004,ENV-ST-M004-03,TSS,53.35,mg/L,,100,18.735175,79.526297,2026-07-01T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001124,M004,ENV-ST-M004-02,TDS,1055.0,mg/L,,2100,18.72628,79.517946,2026-07-01T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001125,M004,ENV-ST-M004-03,COD,91.73,mg/L,,250,18.720799,79.518157,2026-07-01T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001126,M004,ENV-ST-M004-03,BOD,18.87,mg/L,,30,18.731376,79.527472,2026-07-01T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001127,M004,ENV-ST-M004-01,Oil_Grease,5.42,mg/L,,10,18.723912,79.510692,2026-07-01T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001128,M004,ENV-ST-M004-02,Noise,74.81,dB(A),,85,18.731729,79.513342,2026-07-01T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001129,M004,ENV-ST-M004-02,PM2.5,29.92,ug/m3,,60,18.724839,79.519276,2026-06-28T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001130,M004,ENV-ST-M004-03,PM10,75.54,ug/m3,,100,18.735581,79.526831,2026-06-28T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001131,M004,ENV-ST-M004-01,SO2,36.14,ug/m3,,80,18.739782,79.52083,2026-06-28T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001132,M004,ENV-ST-M004-03,NO2,24.49,ug/m3,,80,18.732709,79.52591,2026-06-28T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
