incident_id,mine_id,incident_type,accident_classification,date,time,shift,zone,latitude,longitude,people_affected,equipment_involved,contractor_id,root_cause,severity,description,investigation_status,corrective_action_status,data_source
INC-00108,M005,NEAR_MISS,Near Miss,2026-05-11,05:15:00,B,Panel-2,24.182137,82.684955,0,None,,Slope/rock fall,HIGH,Synthetic near miss record for analytics,UNDER_INVESTIGATION,CLOSED,DEMO_SYNTHETIC
INC-00109,M005,NEAR_MISS,Near Miss,2026-07-29,13:15:00,C,Coal Face,24.17069,82.687469,0,None,,Machine guarding,HIGH,Synthetic near miss record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
INC-00110,M005,DANGEROUS_OCCURRENCE,Dangerous Occurrence,2026-06-19,12:45:00,A,Haul Road H3,24.158101,82.691531,0,Conveyor,,Machine guarding,HIGH,Synthetic dangerous occurrence record for analytics,OPEN,IN_PROGRESS,DEMO_SYNTHETIC
INC-00111,M005,UNSAFE_CONDITION,Unsafe Condition,2026-03-21,21:00:00,C,Workshop,24.178455,82.668142,0,Shuttle Car,,Blasting control,MEDIUM,Synthetic unsafe condition record for analytics,CLOSED,IN_PROGRESS,DEMO_SYNTHETIC
INC-00112,M005,UNSAFE_CONDITION,Unsafe Condition,2025-10-06,03:30:00,A,West Dump,24.160965,82.693411,0,Dumper,,Haul-road condition,MEDIUM,Synthetic unsafe condition record for analytics,UNDER_INVESTIGATION,CLOSED,DEMO_SYNTHETIC
INC-00113,M005,UNSAFE_CONDITION,Unsafe Condition,2025-11-02,02:00:00,A,Coal Face,24.177563,82.694254,0,Excavator,CTR-0015,Vehicle interaction,MEDIUM,Synthetic unsafe condition record for analytics,OPEN,OPEN,DEMO_SYNTHETIC
INC-00114,M005,UNSAFE_CONDITION,Unsafe Condition,2026-05-25,12:45:00,C,Haul Road H3,24.179123,82.693364,0,None,,Haul-road condition,MEDIUM,Synthetic unsafe condition record for analytics,CLOSED,CLOSED,DEMO_SYNTHETIC
INC-00115,M005,NEAR_MISS,Near Miss,2026-02-27,06:00:00,A,Panel-1,24.158998,82.691143,0,Pump,,Poor housekeeping,HIGH,Synthetic near miss record for analytics,OPEN,CLOSED,DEMO_SYNTHETIC
INC-00116,M005,UNSAFE_CONDITION,Unsafe Condition,2026-05-10,00:00:00,B,Coal Face,24.168172,82.668364,0,Excavator,CTR-0013,Machine guarding,MEDIUM,Synthetic unsafe condition record for analytics,UNDER_INVESTIGATION,IN_PROGRESS,DEMO_SYNTHETIC
INC-00117,M005,NEAR_MISS,Near Miss,2025-09-07,08:30:00,B,West Dump,24.174496,82.678024,0,Shuttle Car,,Machine guarding,HIGH,Synthetic near miss record for analytics,OPEN,IN_PROGRESS,DEMO_SYNTHETIC
INC-00118,M005,NEAR_MISS,Near Miss,2026-01-01,05:30:00,B,Haul Road H3,24.155818,82.668521,0,Pump,CTR-0013,Poor housekeeping,HIGH,Synthetic near miss record for analytics,UNDER_INVESTIGATION,OPEN,DEMO_SYNTHETIC
INC-00119,M005,UNSAFE_ACT,Unsafe Act,2026-02-20,22:15:00,A,Haul Road H3,24.168075,82.671643,0,Shuttle Car,CTR-0015,Slope/rock fall,MEDIUM,Synthetic unsafe act record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
INC-00120,M005,UNSAFE_CONDITION,Unsafe Condition,2025-09-03,13:00:00,A,Panel-1,24.180585,82.682054,0,Excavator,,Slope/rock fall,MEDIUM,Synthetic unsafe condition record for analytics,UNDER_INVESTIGATION,CLOSED,DEMO_SYNTHETIC
INC-00121,M006,NEAR_MISS,Near Miss,2026-01-06,02:00:00,B,Coal Face,19.996888,79.300889,0,Shuttle Car,,Haul-road condition,HIGH,Synthetic near miss record for analytics,OPEN,OPEN,DEMO_SYNTHETIC
INC-00122,M006,UNSAFE_ACT,Unsafe Act,2026-04-17,19:15:00,B,Coal Face,20.00868,79.287184,0,Shuttle Car,,Vehicle interaction,MEDIUM,Synthetic unsafe act record for analytics,CLOSED,CLOSED,DEMO_SYNTHETIC
INC-00123,M006,MINOR_ACCIDENT,Minor Accident,2026-07-07,01:00:00,C,Panel-2,20.018845,79.285752,1,Shuttle Car,CTR-0018,Electrical fault,MEDIUM,Synthetic minor accident record for analytics,UNDER_INVESTIGATION,OPEN,DEMO_SYNTHETIC
INC-00124,M006,DANGEROUS_OCCURRENCE,Dangerous Occurrence,2026-02-28,00:00:00,C,Panel-2,20.013459,79.310032,0,Shuttle Car,,Underground transport,HIGH,Synthetic dangerous occurrence record for analytics,CLOSED,IN_PROGRESS,DEMO_SYNTHETIC
INC-00125,M006,UNSAFE_ACT,Unsafe Act,2025-11-04,12:30:00,A,Haul Road H3,19.996063,79.287943,0,Dumper,,Machine guarding,MEDIUM,Synthetic unsafe act record for analytics,OPEN,CLOSED,DEMO_SYNTHETIC
INC-00126,M006,MINOR_ACCIDENT,Minor Accident,2026-05-06,02:00:00,C,West Dump,19.997443,79.309969,1,None,,Underground transport,MEDIUM,Synthetic minor accident record for analytics,CLOSED,IN_PROGRESS,DEMO_SYNTHETIC
INC-00127,M006,UNSAFE_ACT,Unsafe Act,2025-09-15,03:30:00,B,Panel-1,19.999347,79.285216,0,Continuous Miner,,Underground transport,MEDIUM,Synthetic unsafe act record for analytics,UNDER_INVESTIGATION,CLOSED,DEMO_SYNTHETIC
INC-00128,M006,MINOR_ACCIDENT,Minor Accident,2026-01-09,06:30:00,B,Panel-2,20.012788,79.30122,1,Dumper,CTR-0018,Haul-road condition,MEDIUM,Synthetic minor accident record for analytics,UNDER_INVESTIGATION,OPEN,DEMO_SYNTHETIC
INC-00129,M006,UNSAFE_CONDITION,Unsafe Condition,2025-09-14,16:15:00,C,Panel-1,20.011874,79.310734,0,None,CTR-0017,Machine interaction,MEDIUM,Synthetic unsafe condition record for analytics,UNDER_INVESTIGATION,IN_PROGRESS,DEMO_SYNTHETIC
INC-00130,M006,UNSAFE_ACT,Unsafe Act,2026-06-02,10:00:00,C,Pit,20.012161,79.298362,0,Shuttle Car,CTR-0017,Roof/strata fall,MEDIUM,Synthetic unsafe act record for analytics,OPEN,OPEN,DEMO_SYNTHETIC
INC-00131,M006,NEAR_MISS,Near Miss,2026-05-28,12:00:00,B,Pit,20.013568,79.302941,0,Conveyor,CTR-0016,Machine interaction,HIGH,Synthetic near miss record for analytics,OPEN,IN_PROGRESS,DEMO_SYNTHETIC
INC-00132,M006,UNSAFE_CONDITION,Unsafe Condition,2026-06-18,16:45:00,A,Workshop,20.009996,79.285576,0,None,,Machine interaction,MEDIUM,Synthetic unsafe condition record for analytics,CLOSED,IN_PROGRESS,DEMO_SYNTHETIC
INC-00133,M006,NEAR_MISS,Near Miss,2026-04-15,11:15:00,B,Pit,20.021308,79.307693,0,Shuttle Car,CTR-0017,Water ingress,HIGH,Synthetic near miss record for analytics,UNDER_INVESTIGATION,IN_PROGRESS,DEMO_SYNTHETIC
INC-00134,M006,UNSAFE_ACT,Unsafe Act,2026-09-01,03:15:00,C,Haul Road H3,20.008604,79.292708,0,Shuttle Car,CTR-0016,Electrical fault,MEDIUM,Synthetic unsafe act record for analytics,OPEN,CLOSED,DEMO_SYNTHETIC
INC-00135,M006,UNSAFE_CONDITION,Unsafe Condition,2026-07-20,07:15:00,A,Haul Road H3,20.012656,79.302455,0,Excavator,,Slope/rock fall,MEDIUM,Synthetic unsafe condition record for analytics,OPEN,CLOSED,DEMO_SYNTHETIC
INC-00136,M006,UNSAFE_CONDITION,Unsafe Condition,2025-11-20,10:45:00,C,Panel-2,20.020847,79.291684,0,Continuous Miner,CTR-0017,Electrical fault,MEDIUM,Synthetic unsafe condition record for analytics,UNDER_INVESTIGATION,IN_PROGRESS,DEMO_SYNTHETIC
INC-00137,M006,NEAR_MISS,Near Miss,2025-11-20,23:45:00,B,Panel-1,20.015063,79.301107,0,Excavator,,Underground transport,HIGH,Synthetic near miss record for analytics,UNDER_INVESTIGATION,IN_PROGRESS,DEMO_SYNTHETIC
INC-00138,M006,UNSAFE_CONDITION,Unsafe Condition,2026-04-03,11:30:00,B,Panel-1,20.015725,79.311558,0,Shuttle Car,CTR-0018,Electrical fault,MEDIUM,Synthetic unsafe condition record for analytics,UNDER_INVESTIGATION,CLOSED,DEMO_SYNTHETIC
INC-00139,M006,UNSAFE_CONDITION,Unsafe Condition,2025-12-22,19:00:00,B,Haul Road H3,20.024038,79.312514,0,Pump,,Electrical fault,MEDIUM,Synthetic unsafe condition record for analytics,OPEN,OPEN,DEMO_SYNTHETIC
INC-00140,M006,MINOR_ACCIDENT,Minor Accident,2025-09-09,15:30:00,B,Panel-1,20.01234,79.308974,1,Shuttle Car,,Poor housekeeping,MEDIUM,Synthetic minor accident record for analytics,OPEN,IN_PROGRESS,DEMO_SYNTHETIC
INC-00141,M006,NEAR_MISS,Near Miss,2025-11-10,17:00:00,B,Panel-2,20.014676,79.306029,0,Shuttle Car,CTR-0016,Vehicle interaction,HIGH,Synthetic near miss record for analytics,CLOSED,IN_PROGRESS,DEMO_SYNTHETIC
INC-00142,M006,UNSAFE_CONDITION,Unsafe Condition,2026-08-23,04:30:00,C,Haul Road H3,20.018361,79.300532,0,Continuous Miner,,Slope/rock fall,MEDIUM,Synthetic unsafe condition record for analytics,CLOSED,CLOSED,DEMO_SYNTHETIC
INC-00143,M006,NEAR_MISS,Near Miss,2026-06-08,11:30:00,B,Panel-1,20.015015,79.285361,0,None,CTR-0018,Underground transport,HIGH,Synthetic near miss record for analytics,OPEN,IN_PROGRESS,DEMO_SYNTHETIC
INC-00144,M006,NEAR_MISS,Near Miss,2025-12-20,22:30:00,C,Panel-2,20.019945,79.312317,0,Conveyor,,Machine interaction,HIGH,Synthetic near miss record for analytics,UNDER_INVESTIGATION,CLOSED,DEMO_SYNTHETIC
INC-00145,M007,UNSAFE_CONDITION,Unsafe Condition,2026-06-17,03:45:00,A,Workshop,23.619288,87.128665,0,Shuttle Car,CTR-0020,Electrical fault,MEDIUM,Synthetic unsafe condition record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
INC-00146,M007,UNSAFE_CONDITION,Unsafe Condition,2026-08-23,02:45:00,B,Haul Road H3,23.617282,87.108554,0,Excavator,CTR-0019,Underground transport,MEDIUM,Synthetic unsafe condition record for analytics,OPEN,CLOSED,DEMO_SYNTHETIC
INC-00147,M007,NEAR_MISS,Near Miss,2026-01-26,17:30:00,B,Pit,23.608501,87.113796,0,Dumper,CTR-0019,Water ingress,HIGH,Synthetic near miss record for analytics,OPEN,CLOSED,DEMO_SYNTHETIC
INC-00148,M007,UNSAFE_CONDITION,Unsafe Condition,2026-06-15,01:15:00,A,Panel-2,23.632418,87.116214,0,Conveyor,CTR-0021,Machine interaction,MEDIUM,Synthetic unsafe condition record for analytics,CLOSED,IN_PROGRESS,DEMO_SYNTHETIC
INC-00149,M007,UNSAFE_CONDITION,Unsafe Condition,2026-01-25,23:15:00,A,Panel-2,23.622087,87.107446,0,Continuous Miner,,Gas/ventilation,MEDIUM,Synthetic unsafe condition record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
INC-00150,M007,UNSAFE_CONDITION,Unsafe Condition,2025-11-26,23:30:00,C,Pit,23.608841,87.131534,0,Continuous Miner,,Gas/ventilation,MEDIUM,Synthetic unsafe condition record for analytics,OPEN,CLOSED,DEMO_SYNTHETIC
INC-00151,M007,NEAR_MISS,Near Miss,2026-08-22,12:00:00,C,Panel-1,23.630695,87.128482,0,Shuttle Car,,Machine interaction,HIGH,Synthetic near miss record for analytics,CLOSED,IN_PROGRESS,DEMO_SYNTHETIC
INC-00152,M007,UNSAFE_CONDITION,Unsafe Condition,2026-05-06,03:30:00,B,West Dump,23.616698,87.120373,0,Conveyor,CTR-0019,Gas/ventilation,MEDIUM,Synthetic unsafe condition record for analytics,UNDER_INVESTIGATION,CLOSED,DEMO_SYNTHETIC
INC-00153,M007,MINOR_ACCIDENT,Minor Accident,2026-08-01,20:45:00,A,Coal Face,23.615323,87.130427,1,Shuttle Car,,Underground transport,MEDIUM,Synthetic minor accident record for analytics,UNDER_INVESTIGATION,CLOSED,DEMO_SYNTHETIC
INC-00154,M007,UNSAFE_CONDITION,Unsafe Condition,2025-11-11,06:00:00,A,Panel-2,23.630202,87.126263,0,Dumper,CTR-0020,Electrical fault,MEDIUM,Synthetic unsafe condition record for analytics,UNDER_INVESTIGATION,IN_PROGRESS,DEMO_SYNTHETIC
INC-00155,M007,MINOR_ACCIDENT,Minor Accident,2026-03-30,20:45:00,A,Panel-1,23.624885,87.111828,1,Conveyor,,Underground transport,MEDIUM,Synthetic minor accident record for analytics,UNDER_INVESTIGATION,IN_PROGRESS,DEMO_SYNTHETIC
INC-00156,M007,MINOR_ACCIDENT,Minor Accident,2025-11-15,03:30:00,A,Workshop,23.621844,87.108155,1,Continuous Miner,CTR-0021,Underground transport,MEDIUM,Synthetic minor accident record for analytics,UNDER_INVESTIGATION,IN_PROGRESS,DEMO_SYNTHETIC
INC-00157,M007,NEAR_MISS,Near Miss,2026-04-03,22:30:00,C,West Dump,23.63221,87.113331,0,Shuttle Car,CTR-0021,Machine interaction,HIGH,Synthetic near miss record for analytics,CLOSED,CLOSED,DEMO_SYNTHETIC
INC-00158,M007,NEAR_MISS,Near Miss,2025-11-30,22:00:00,C,Main Incline,23.61493,87.119489,0,Excavator,,Electrical fault,HIGH,Synthetic near miss record for analytics,CLOSED,IN_PROGRESS,DEMO_SYNTHETIC
INC-00159,M007,MINOR_ACCIDENT,Minor Accident,2025-09-17,06:15:00,C,Pit,23.630843,87.117369,1,None,,Underground transport,MEDIUM,Synthetic minor accident record for analytics,OPEN,IN_PROGRESS,DEMO_SYNTHETIC
INC-00160,M007,MINOR_ACCIDENT,Minor Accident,2026-02-01,08:45:00,A,Pit,23.631217,87.10637,1,Shuttle Car,,Machine interaction,MEDIUM,Synthetic minor accident record for analytics,OPEN,IN_PROGRESS,DEMO_SYNTHETIC
INC-00161,M007,UNSAFE_ACT,Unsafe Act,2026-08-01,22:30:00,A,Main Incline,23.633666,87.105178,0,Conveyor,CTR-0021,Roof/strata fall,MEDIUM,Synthetic unsafe act record for analytics,UNDER_INVESTIGATION,CLOSED,DEMO_SYNTHETIC
INC-00162,M007,UNSAFE_CONDITION,Unsafe Condition,2026-01-13,20:00:00,A,West Dump,23.611085,87.110931,0,Dumper,,Machine interaction,MEDIUM,Synthetic unsafe condition record for analytics,UNDER_INVESTIGATION,IN_PROGRESS,DEMO_SYNTHETIC
INC-00163,M007,UNSAFE_CONDITION,Unsafe Condition,2025-10-24,04:30:00,A,Workshop,23.621959,87.126622,0,Shuttle Car,,Machine interaction,MEDIUM,Synthetic unsafe condition record for analytics,CLOSED,CLOSED,DEMO_SYNTHETIC
INC-00164,M007,UNSAFE_CONDITION,Unsafe Condition,2026-05-18,18:00:00,C,Coal Face,23.605756,87.12495,0,Continuous Miner,,Poor housekeeping,MEDIUM,Synthetic unsafe condition record for analytics,OPEN,OPEN,DEMO_SYNTHETIC
INC-00165,M007,MINOR_ACCIDENT,Minor Accident,2025-09-19,06:00:00,B,Workshop,23.606073,87.128243,1,Dumper,CTR-0021,Poor housekeeping,MEDIUM,Synthetic minor accident record for analytics,UNDER_INVESTIGATION,IN_PROGRESS,DEMO_SYNTHETIC
INC-00166,M007,MINOR_ACCIDENT,Minor Accident,2025-09-03,20:30:00,A,Pit,23.630411,87.109026,1,Continuous Miner,,Gas/ventilation,MEDIUM,Synthetic minor accident record for analytics,OPEN,OPEN,DEMO_SYNTHETIC
INC-00167,M007,NEAR_MISS,Near Miss,2026-02-12,12:15:00,A,Workshop,23.619199,87.132869,0,None,,Machine interaction,HIGH,Synthetic near miss record for analytics,OPEN,CLOSED,DEMO_SYNTHETIC
INC-00168,M007,NEAR_MISS,Near Miss,2026-03-03,14:30:00,B,Panel-2,23.634786,87.107039,0,Conveyor,CTR-0019,Water ingress,HIGH,Synthetic near miss record for analytics,CLOSED,IN_PROGRESS,DEMO_SYNTHETIC
INC-00169,M008,UNSAFE_CONDITION,Unsafe Condition,2026-02-08,16:45:00,A,Coal Face,21.811509,83.907663,0,None,,Machine guarding,MEDIUM,Synthetic unsafe condition record for analytics,UNDER_INVESTIGATION,IN_PROGRESS,DEMO_SYNTHETIC
INC-00170,M008,NEAR_MISS,Near Miss,2026-01-11,02:15:00,B,Panel-2,21.825948,83.914133,0,Shuttle Car,CTR-0023,Blasting control,HIGH,Synthetic near miss record for analytics,UNDER_INVESTIGATION,OPEN,DEMO_SYNTHETIC
INC-00171,M008,UNSAFE_CONDITION,Unsafe Condition,2026-05-03,11:15:00,B,Coal Face,21.80733,83.925793,0,Excavator,,Vehicle interaction,MEDIUM,Synthetic unsafe condition record for analytics,UNDER_INVESTIGATION,OPEN,DEMO_SYNTHETIC
INC-00172,M008,NEAR_MISS,Near Miss,2026-04-05,16:00:00,B,Panel-2,21.829047,83.928168,0,Excavator,,Blasting control,HIGH,Synthetic near miss record for analytics,UNDER_INVESTIGATION,OPEN,DEMO_SYNTHETIC
INC-00173,M008,NEAR_MISS,Near Miss,2026-07-20,16:15:00,C,Coal Face,21.820798,83.925391,0,Continuous Miner,,Electrical fault,HIGH,Synthetic near miss record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
INC-00174,M008,MINOR_ACCIDENT,Minor Accident,2025-10-26,04:30:00,B,Main Incline,21.826599,83.911517,1,Excavator,CTR-0023,Blasting control,MEDIUM,Synthetic minor accident record for analytics,UNDER_INVESTIGATION,IN_PROGRESS,DEMO_SYNTHETIC
INC-00175,M008,NEAR_MISS,Near Miss,2026-08-26,14:45:00,B,Panel-2,21.818594,83.923909,0,Excavator,,Machine guarding,HIGH,Synthetic near miss record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
INC-00176,M008,NEAR_MISS,Near Miss,2026-04-05,22:30:00,A,Workshop,21.81073,83.90646,0,Excavator,CTR-0024,Slope/rock fall,HIGH,Synthetic near miss record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
INC-00177,M008,NEAR_MISS,Near Miss,2026-04-23,04:00:00,C,West Dump,21.815096,83.927113,0,None,,Poor housekeeping,HIGH,Synthetic near miss record for analytics,UNDER_INVESTIGATION,CLOSED,DEMO_SYNTHETIC
INC-00178,M008,SERIOUS_ACCIDENT,Serious Accident,2025-10-16,17:45:00,B,Coal Face,21.806115,83.92639,1,Pump,,Machine guarding,CRITICAL,Synthetic serious accident record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
INC-00179,M008,DANGEROUS_OCCURRENCE,Dangerous Occurrence,2026-01-21,03:15:00,B,Pit,21.831774,83.923537,0,Dumper,CTR-0024,Poor housekeeping,HIGH,Synthetic dangerous occurrence record for analytics,OPEN,IN_PROGRESS,DEMO_SYNTHETIC
INC-00180,M008,NEAR_MISS,Near Miss,2025-09-20,08:45:00,B,Panel-2,21.814736,83.933011,0,Excavator,,Blasting control,HIGH,Synthetic near miss record for analytics,CLOSED,CLOSED,DEMO_SYNTHETIC
INC-00181,M008,MINOR_ACCIDENT,Minor Accident,2026-07-31,07:30:00,A,Haul Road H3,21.824509,83.915147,1,Dumper,,Blasting control,MEDIUM,Synthetic minor accident record for analytics,OPEN,OPEN,DEMO_SYNTHETIC
INC-00182,M008,DANGEROUS_OCCURRENCE,Dangerous Occurrence,2025-12-29,05:00:00,A,Haul Road H3,21.818434,83.924851,0,Pump,,Slope/rock fall,HIGH,Synthetic dangerous occurrence record for analytics,OPEN,IN_PROGRESS,DEMO_SYNTHETIC
INC-00183,M008,MINOR_ACCIDENT,Minor Accident,2026-08-31,18:15:00,C,Workshop,21.820548,83.923464,1,Continuous Miner,,Poor housekeeping,MEDIUM,Synthetic minor accident record for analytics,OPEN,CLOSED,DEMO_SYNTHETIC
INC-00184,M008,UNSAFE_CONDITION,Unsafe Condition,2025-10-04,20:45:00,A,Haul Road H3,21.821277,83.918452,0,None,,Poor housekeeping,MEDIUM,Synthetic unsafe condition record for analytics,UNDER_INVESTIGATION,CLOSED,DEMO_SYNTHETIC
INC-00185,M008,NEAR_MISS,Near Miss,2026-05-27,11:15:00,C,Panel-2,21.814673,83.927358,0,Shuttle Car,CTR-0023,Poor housekeeping,HIGH,Synthetic near miss record for analytics,UNDER_INVESTIGATION,OPEN,DEMO_SYNTHETIC
INC-00186,M008,UNSAFE_CONDITION,Unsafe Condition,2026-04-01,02:45:00,A,Haul Road H3,21.820284,83.928997,0,Dumper,,Blasting control,MEDIUM,Synthetic unsafe condition record for analytics,OPEN,CLOSED,DEMO_SYNTHETIC
INC-00187,M008,UNSAFE_ACT,Unsafe Act,2026-08-20,06:00:00,B,Panel-2,21.823568,83.923676,0,Pump,,Machine guarding,MEDIUM,Synthetic unsafe act record for analytics,CLOSED,CLOSED,DEMO_SYNTHETIC
INC-00188,M008,NEAR_MISS,Near Miss,2026-08-30,17:15:00,B,Pit,21.826778,83.922278,0,Continuous Miner,,Electrical fault,HIGH,Synthetic near miss record for analytics,UNDER_INVESTIGATION,CLOSED,DEMO_SYNTHETIC
INC-00189,M008,UNSAFE_ACT,Unsafe Act,2026-07-16,14:15:00,A,Workshop,21.832656,83.910797,0,Dumper,,Machine guarding,MEDIUM,Synthetic unsafe act record for analytics,UNDER_INVESTIGATION,IN_PROGRESS,DEMO_SYNTHETIC
INC-00190,M008,UNSAFE_ACT,Unsafe Act,2026-06-25,12:45:00,B,West Dump,21.814355,83.919463,0,Continuous Miner,,Vehicle interaction,MEDIUM,Synthetic unsafe act record for analytics,CLOSED,CLOSED,DEMO_SYNTHETIC
INC-00191,M008,MINOR_ACCIDENT,Minor Accident,2026-04-10,07:00:00,A,Coal Face,21.821023,83.928786,1,Continuous Miner,CTR-0023,Blasting control,MEDIUM,Synthetic minor accident record for analytics,OPEN,OPEN,DEMO_SYNTHETIC
INC-00192,M008,UNSAFE_ACT,Unsafe Act,2025-12-09,01:30:00,C,West Dump,21.818979,83.931791,0,None,,Haul-road condition,MEDIUM,Synthetic unsafe act record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
INC-00193,M009,NEAR_MISS,Near Miss,2026-04-24,10:00:00,C,Coal Face,23.297859,82.358112,0,None,CTR-0025,Machine guarding,HIGH,Synthetic near miss record for analytics,OPEN,OPEN,DEMO_SYNTHETIC
INC-00194,M009,NEAR_MISS,Near Miss,2025-11-28,20:00:00,A,Workshop,23.297853,82.36453,0,Dumper,CTR-0027,Vehicle interaction,HIGH,Synthetic near miss record for analytics,CLOSED,CLOSED,DEMO_SYNTHETIC
INC-00195,M009,MINOR_ACCIDENT,Minor Accident,2025-09-06,19:30:00,B,Workshop,23.286993,82.336664,1,Pump,,Poor housekeeping,MEDIUM,Synthetic minor accident record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
INC-00196,M009,NEAR_MISS,Near Miss,2026-06-06,03:30:00,A,Main Incline,23.307707,82.354937,0,Shuttle Car,CTR-0025,Poor housekeeping,HIGH,Synthetic near miss record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
INC-00197,M009,UNSAFE_ACT,Unsafe Act,2025-10-14,09:15:00,A,Pit,23.309778,82.352915,0,Continuous Miner,,Machine interaction,MEDIUM,Synthetic unsafe act record for analytics,CLOSED,CLOSED,DEMO_SYNTHETIC
INC-00198,M009,MINOR_ACCIDENT,Minor Accident,2026-01-30,03:15:00,B,Coal Face,23.287048,82.353783,1,Pump,,Underground transport,MEDIUM,Synthetic minor accident record for analytics,OPEN,OPEN,DEMO_SYNTHETIC
INC-00199,M009,UNSAFE_ACT,Unsafe Act,2026-04-23,17:45:00,B,Main Incline,23.303078,82.347571,0,Dumper,,Gas/ventilation,MEDIUM,Synthetic unsafe act record for analytics,CLOSED,IN_PROGRESS,DEMO_SYNTHETIC
INC-00200,M009,NEAR_MISS,Near Miss,2026-01-27,15:45:00,B,Main Incline,23.309474,82.35434,0,Excavator,CTR-0027,Poor housekeeping,HIGH,Synthetic near miss record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
INC-00201,M010,NEAR_MISS,Near Miss,2026-05-18,08:00:00,A,Haul Road H3,23.687005,85.994122,0,Continuous Miner,CTR-0028,Gas/ventilation,HIGH,Synthetic near miss record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
INC-00202,M010,DANGEROUS_OCCURRENCE,Dangerous Occurrence,2025-12-28,21:45:00,C,Pit,23.696622,86.000903,0,Shuttle Car,,Roof/strata fall,HIGH,Synthetic dangerous occurrence record for analytics,CLOSED,IN_PROGRESS,DEMO_SYNTHETIC
INC-00203,M010,NEAR_MISS,Near Miss,2026-01-08,17:30:00,B,Haul Road H3,23.698276,85.990517,0,Shuttle Car,CTR-0029,Gas/ventilation,HIGH,Synthetic near miss record for analytics,OPEN,IN_PROGRESS,DEMO_SYNTHETIC
INC-00204,M010,UNSAFE_CONDITION,Unsafe Condition,2026-07-23,01:15:00,C,Panel-2,23.704907,85.991951,0,None,,Roof/strata fall,MEDIUM,Synthetic unsafe condition record for analytics,CLOSED,CLOSED,DEMO_SYNTHETIC
INC-00205,M010,NEAR_MISS,Near Miss,2025-09-30,18:15:00,A,Workshop,23.67887,86.001852,0,Conveyor,,Machine interaction,HIGH,Synthetic near miss record for analytics,CLOSED,CLOSED,DEMO_SYNTHETIC
INC-00206,M010,NEAR_MISS,Near Miss,2026-08-11,17:45:00,C,Panel-2,23.689849,85.997505,0,Conveyor,,Machine interaction,HIGH,Synthetic near miss record for analytics,CLOSED,IN_PROGRESS,DEMO_SYNTHETIC
INC-00207,M010,SERIOUS_ACCIDENT,Serious Accident,2025-12-05,11:45:00,C,Panel-2,23.691901,85.978691,1,Excavator,CTR-0029,Underground transport,CRITICAL,Synthetic serious accident record for analytics,OPEN,CLOSED,DEMO_SYNTHETIC
INC-00208,M010,UNSAFE_CONDITION,Unsafe Condition,2025-09-02,07:30:00,C,Haul Road H3,23.692198,85.975636,0,Pump,CTR-0028,Poor housekeeping,MEDIUM,Synthetic unsafe condition record for analytics,UNDER_INVESTIGATION,OPEN,DEMO_SYNTHETIC
INC-00209,M011,MINOR_ACCIDENT,Minor Accident,2026-07-22,16:30:00,C,Main Incline,23.297827,81.360993,1,Pump,,Blasting control,MEDIUM,Synthetic minor accident record for analytics,OPEN,OPEN,DEMO_SYNTHETIC
INC-00210,M011,UNSAFE_ACT,Unsafe Act,2025-09-22,16:45:00,C,Workshop,23.293961,81.3406,0,Shuttle Car,,Vehicle interaction,MEDIUM,Synthetic unsafe act record for analytics,OPEN,IN_PROGRESS,DEMO_SYNTHETIC
INC-00211,M011,UNSAFE_CONDITION,Unsafe Condition,2026-01-13,21:30:00,B,Panel-1,23.291355,81.363704,0,Conveyor,CTR-0033,Roof/strata fall,MEDIUM,Synthetic unsafe condition record for analytics,UNDER_INVESTIGATION,CLOSED,DEMO_SYNTHETIC
INC-00212,M011,SERIOUS_ACCIDENT,Serious Accident,2026-01-08,02:30:00,C,Panel-1,23.311071,81.357488,1,Shuttle Car,,Machine guarding,CRITICAL,Synthetic serious accident record for analytics,OPEN,CLOSED,DEMO_SYNTHETIC
INC-00213,M011,UNSAFE_CONDITION,Unsafe Condition,2026-03-05,03:00:00,A,West Dump,23.305397,81.358907,0,Continuous Miner,CTR-0032,Vehicle interaction,MEDIUM,Synthetic unsafe condition record for analytics,UNDER_INVESTIGATION,CLOSED,DEMO_SYNTHETIC
INC-00214,M011,NEAR_MISS,Near Miss,2026-08-07,00:45:00,A,Coal Face,23.309169,81.335296,0,None,,Electrical fault,HIGH,Synthetic near miss record for analytics,CLOSED,CLOSED,DEMO_SYNTHETIC
