production_id,mine_id,date,production_target_t,actual_production_t,coal_dispatch_t,opening_stock_t,closing_stock_t,overburden_removed_or_development_qty,production_loss_t,downtime_hours,loss_reason,achievement_percentage,data_source
PROD-000187,M003,2026-06-11,68493.2,67891.9,58932.6,26806.5,35765.8,165469.4,601.3,3.7,,99.12,DEMO_SYNTHETIC
PROD-000188,M003,2026-06-12,68493.2,61465.9,52840.5,35040.1,43665.5,192619.6,7027.3,1.2,,89.74,DEMO_SYNTHETIC
PROD-000189,M003,2026-06-13,68493.2,57853.2,53093.7,44724.8,49484.3,201021.5,10640.0,4.7,,84.47,DEMO_SYNTHETIC
PROD-000190,M003,2026-06-14,68493.2,71299.0,59636.2,28086.9,39749.7,195449.9,0,0.6,,104.1,DEMO_SYNTHETIC
PROD-000191,M003,2026-06-15,68493.2,69348.7,60067.4,25193.0,34474.3,261550.1,0,0,,101.25,DEMO_SYNTHETIC
PROD-000192,M003,2026-06-16,68493.2,65386.8,55154.7,36643.4,46875.5,93840.9,3106.4,3.7,,95.46,DEMO_SYNTHETIC
PROD-000193,M003,2026-06-17,68493.2,65962.6,60186.1,43509.0,49285.5,225471.5,2530.6,1.4,,96.31,DEMO_SYNTHETIC
PROD-000194,M003,2026-06-18,68493.2,68628.1,66265.5,27792.3,30154.9,150364.8,0,1.5,,100.2,DEMO_SYNTHETIC
PROD-000195,M003,2026-06-19,68493.2,61256.1,55739.1,29397.2,34914.2,103633.2,7237.1,0.8,,89.43,DEMO_SYNTHETIC
PROD-000196,M003,2026-06-20,68493.2,61485.9,59894.8,23824.8,25415.9,166785.0,7007.3,2.1,,89.77,DEMO_SYNTHETIC
PROD-000197,M003,2026-06-21,68493.2,58944.0,53971.4,35881.9,40854.5,142053.2,9549.2,5.0,,86.06,DEMO_SYNTHETIC
PROD-000198,M003,2026-06-22,68493.2,64270.4,59307.8,33713.5,38676.1,239932.6,4222.8,1.5,,93.83,DEMO_SYNTHETIC
PROD-000199,M003,2026-06-23,68493.2,68562.2,61112.4,17961.5,25411.3,250820.2,0,1.8,,100.1,DEMO_SYNTHETIC
PROD-000200,M003,2026-06-24,68493.2,59442.3,49108.3,37678.8,48012.8,209291.9,9050.9,0.4,,86.79,DEMO_SYNTHETIC
PROD-000201,M003,2026-06-25,68493.2,64926.3,57176.2,21371.3,29121.4,213200.6,3566.9,4.8,,94.79,DEMO_SYNTHETIC
PROD-000202,M003,2026-06-26,68493.2,69470.3,58347.4,16232.5,27355.4,222654.1,0,1.3,,101.43,DEMO_SYNTHETIC
PROD-000203,M003,2026-06-27,68493.2,60196.6,57111.0,13210.1,16295.7,95803.6,8296.6,5.2,,87.89,DEMO_SYNTHETIC
PROD-000204,M003,2026-06-28,68493.2,70963.0,64922.3,19712.6,25753.3,150114.4,0,1.3,,103.61,DEMO_SYNTHETIC
PROD-000205,M003,2026-06-29,68493.2,76700.3,64410.3,13602.2,25892.2,261102.2,0,1.1,,111.98,DEMO_SYNTHETIC
PROD-000206,M003,2026-06-30,68493.2,59515.1,50287.5,20869.4,30097.0,158039.2,8978.1,0,,86.89,DEMO_SYNTHETIC
PROD-000207,M003,2026-07-01,68493.2,61544.1,59743.4,17721.1,19521.8,190609.7,6949.1,0.5,,89.85,DEMO_SYNTHETIC
PROD-000208,M003,2026-07-02,68493.2,67280.8,61479.7,18430.0,24231.1,232031.0,1212.4,3.9,,98.23,DEMO_SYNTHETIC
PROD-000209,M003,2026-07-03,68493.2,61140.9,57814.7,10581.8,13908.0,158717.4,7352.3,1.0,,89.27,DEMO_SYNTHETIC
PROD-000210,M003,2026-07-04,68493.2,73065.9,71123.2,17181.5,19124.2,234211.7,0,1.4,,106.68,DEMO_SYNTHETIC
PROD-000211,M003,2026-07-05,68493.2,70601.4,63475.7,30797.9,37923.6,141567.1,0,0.9,,103.08,DEMO_SYNTHETIC
PROD-000212,M003,2026-07-06,68493.2,66519.2,60732.5,39147.1,44933.8,140309.3,1974.0,1.4,,97.12,DEMO_SYNTHETIC
PROD-000213,M003,2026-07-07,68493.2,76884.7,70051.8,22841.0,29673.9,178851.9,0,0,,112.25,DEMO_SYNTHETIC
PROD-000214,M003,2026-07-08,68493.2,59645.2,54624.0,33525.3,38546.5,140610.0,8848.0,1.5,,87.08,DEMO_SYNTHETIC
PROD-000215,M003,2026-07-09,68493.2,65187.2,63301.1,18820.2,20706.3,171296.9,3306.0,2.8,,95.17,DEMO_SYNTHETIC
PROD-000216,M003,2026-07-10,68493.2,63867.9,59893.3,37992.8,41967.4,164894.8,4625.3,2.8,,93.25,DEMO_SYNTHETIC
PROD-000217,M003,2026-07-11,68493.2,60177.6,54605.7,23598.0,29169.9,138438.3,8315.6,2.2,,87.86,DEMO_SYNTHETIC
PROD-000218,M003,2026-07-12,68493.2,68793.6,60202.9,33103.2,41693.9,187594.9,0,0,,100.44,DEMO_SYNTHETIC
PROD-000219,M003,2026-07-13,68493.2,68073.6,63471.6,16065.3,20667.3,249729.6,419.6,0.9,,99.39,DEMO_SYNTHETIC
PROD-000220,M003,2026-07-14,68493.2,61128.3,51145.9,24170.5,34152.9,126871.7,7364.9,1.5,,89.25,DEMO_SYNTHETIC
PROD-000221,M003,2026-07-15,68493.2,60400.5,49734.0,40651.2,51317.7,97216.4,8092.7,0,,88.18,DEMO_SYNTHETIC
PROD-000222,M003,2026-07-16,68493.2,69853.7,66292.3,12996.5,16557.9,250532.4,0,4.0,,101.99,DEMO_SYNTHETIC
PROD-000223,M003,2026-07-17,68493.2,65459.4,57821.4,18609.9,26247.9,240954.3,3033.8,0.6,,95.57,DEMO_SYNTHETIC
PROD-000224,M003,2026-07-18,68493.2,64652.5,55770.6,33365.8,42247.7,192210.5,3840.7,1.7,,94.39,DEMO_SYNTHETIC
PROD-000225,M003,2026-07-19,68493.2,60956.7,52563.1,28832.8,37226.4,202147.7,7536.5,0,,89.0,DEMO_SYNTHETIC
PROD-000226,M003,2026-07-20,68493.2,56949.9,49821.9,19874.0,27002.0,95505.3,11543.3,3.2,,83.15,DEMO_SYNTHETIC
PROD-000227,M003,2026-07-21,68493.2,64398.7,53653.7,40347.6,51092.6,180383.9,4094.5,0,,94.02,DEMO_SYNTHETIC
PROD-000228,M003,2026-07-22,68493.2,68142.2,58661.3,16259.5,25740.4,121430.7,351.0,0.5,,99.49,DEMO_SYNTHETIC
PROD-000229,M003,2026-07-23,68493.2,59857.0,57869.1,40185.4,42173.3,146922.5,8636.2,2.8,,87.39,DEMO_SYNTHETIC
PROD-000230,M003,2026-07-24,68493.2,67354.4,63028.7,25891.6,30217.3,206664.2,1138.8,1.7,,98.34,DEMO_SYNTHETIC
PROD-000231,M003,2026-07-25,68493.2,56314.4,46917.0,27227.2,36624.6,211137.3,12178.8,4.1,,82.22,DEMO_SYNTHETIC
PROD-000232,M003,2026-07-26,68493.2,61889.7,51458.4,37954.3,48385.6,120615.5,6603.5,2.0,,90.36,DEMO_SYNTHETIC
PROD-000233,M003,2026-07-27,68493.2,69867.3,63990.8,34849.2,40725.7,85727.4,0,1.2,,102.01,DEMO_SYNTHETIC
PROD-000234,M003,2026-07-28,68493.2,68154.8,57490.6,25211.2,35875.4,196319.7,338.4,0,,99.51,DEMO_SYNTHETIC
PROD-000235,M003,2026-07-29,68493.2,59796.8,52161.1,17356.5,24992.2,163681.0,8696.4,5.0,,87.3,DEMO_SYNTHETIC
PROD-000236,M003,2026-07-30,68493.2,69327.0,60594.3,33259.4,41992.1,260990.3,0,0.5,,101.22,DEMO_SYNTHETIC
PROD-000237,M003,2026-07-31,68493.2,61973.7,54159.7,10255.4,18069.4,134991.2,6519.5,2.2,,90.48,DEMO_SYNTHETIC
PROD-000238,M003,2026-08-01,68493.2,65919.9,64002.7,37788.6,39705.8,122467.4,2573.3,1.1,,96.24,DEMO_SYNTHETIC
PROD-000239,M003,2026-08-02,68493.2,69288.5,57620.2,35439.9,47108.2,176372.0,0,3.2,,101.16,DEMO_SYNTHETIC
PROD-000240,M003,2026-08-03,68493.2,60298.0,57835.3,23634.5,26097.2,107863.8,8195.2,1.2,,88.04,DEMO_SYNTHETIC
PROD-000241,M003,2026-08-04,68493.2,67497.1,56266.2,10943.4,22174.3,189236.9,996.1,0,,98.55,DEMO_SYNTHETIC
PROD-000242,M003,2026-08-05,68493.2,74425.0,64025.9,29304.8,39703.9,263565.0,0,1.6,,108.66,DEMO_SYNTHETIC
PROD-000243,M003,2026-08-06,68493.2,64568.7,60358.8,8386.1,12596.0,197958.1,3924.5,4.1,,94.27,DEMO_SYNTHETIC
PROD-000244,M003,2026-08-07,68493.2,63386.9,52164.1,12218.7,23441.5,139260.7,5106.3,3.1,,92.54,DEMO_SYNTHETIC
PROD-000245,M003,2026-08-08,68493.2,68033.4,56972.9,44498.5,55559.0,137099.9,459.8,0.5,,99.33,DEMO_SYNTHETIC
PROD-000246,M003,2026-08-09,68493.2,59964.2,57209.2,31181.3,33936.3,184353.9,8529.0,0,,87.55,DEMO_SYNTHETIC
PROD-000247,M003,2026-08-10,68493.2,66109.6,60212.9,27131.4,33028.1,80102.5,2383.6,0.7,,96.52,DEMO_SYNTHETIC
PROD-000248,M003,2026-08-11,68493.2,53674.9,51668.4,39920.9,41927.4,167424.1,14818.3,3.3,Manpower Constraint,78.37,DEMO_SYNTHETIC
PROD-000249,M003,2026-08-12,68493.2,68311.2,65614.2,15199.7,17896.7,125757.7,182.0,4.2,,99.73,DEMO_SYNTHETIC
PROD-000250,M003,2026-08-13,68493.2,69020.8,59449.7,28100.9,37672.0,211812.0,0,3.3,,100.77,DEMO_SYNTHETIC
PROD-000251,M003,2026-08-14,68493.2,58794.7,55148.8,28707.5,32353.4,90956.3,9698.5,0,,85.84,DEMO_SYNTHETIC
PROD-000252,M003,2026-08-15,68493.2,64863.6,54266.4,27940.0,38537.2,244937.0,3629.6,0.8,,94.7,DEMO_SYNTHETIC
PROD-000253,M003,2026-08-16,68493.2,70910.0,63325.4,41806.0,49390.6,134352.4,0,0,,103.53,DEMO_SYNTHETIC
PROD-000254,M003,2026-08-17,68493.2,72957.1,60946.1,36290.6,48301.6,165453.0,0,0,,106.52,DEMO_SYNTHETIC
PROD-000255,M003,2026-08-18,68493.2,55669.2,50974.3,18880.5,23575.4,191506.4,12824.0,1.6,,81.28,DEMO_SYNTHETIC
PROD-000256,M003,2026-08-19,68493.2,82810.2,75253.1,29703.9,37261.0,193999.9,0,2.1,,120.9,DEMO_SYNTHETIC
PROD-000257,M003,2026-08-20,68493.2,63219.9,57862.6,30278.5,35635.8,136920.7,5273.3,3.7,,92.3,DEMO_SYNTHETIC
PROD-000258,M003,2026-08-21,68493.2,70648.5,66650.2,14685.7,18684.0,157363.6,0,1.8,,103.15,DEMO_SYNTHETIC
PROD-000259,M003,2026-08-22,68493.2,65002.5,57311.7,32562.1,40252.9,107888.6,3490.7,2.8,,94.9,DEMO_SYNTHETIC
PROD-000260,M003,2026-08-23,68493.2,66310.7,56959.9,12585.4,21936.2,246281.2,2182.5,0,,96.81,DEMO_SYNTHETIC
PROD-000261,M003,2026-08-24,68493.2,53972.8,45541.9,18424.2,26855.1,176703.0,14520.4,0,Equipment Breakdown,78.8,DEMO_SYNTHETIC
PROD-000262,M003,2026-08-25,68493.2,65976.0,57770.5,36153.9,44359.4,142337.6,2517.2,2.9,,96.32,DEMO_SYNTHETIC
PROD-000263,M003,2026-08-26,68493.2,70313.8,63214.4,36532.5,43631.9,96344.7,0,4.7,,102.66,DEMO_SYNTHETIC
PROD-000264,M003,2026-08-27,68493.2,66659.5,57115.3,11189.4,20733.6,86255.0,1833.7,1.9,,97.32,DEMO_SYNTHETIC
PROD-000265,M003,2026-08-28,68493.2,62929.1,57528.4,29349.5,34750.2,202694.8,5564.1,3.0,,91.88,DEMO_SYNTHETIC
PROD-000266,M003,2026-08-29,68493.2,75193.0,66196.7,42795.1,51791.4,265957.8,0,0.2,,109.78,DEMO_SYNTHETIC
PROD-000267,M003,2026-08-30,68493.2,68863.1,57519.3,37860.9,49204.7,109315.2,0,2.0,,100.54,DEMO_SYNTHETIC
PROD-000268,M003,2026-08-31,68493.2,65347.1,63198.8,11816.1,13964.4,146585.5,3146.1,4.1,,95.41,DEMO_SYNTHETIC
PROD-000269,M003,2026-09-01,68493.2,70899.0,63038.1,33588.8,41449.7,115258.8,0,1.7,,103.51,DEMO_SYNTHETIC
PROD-000270,M003,2026-09-02,68493.2,67672.2,61075.4,14756.8,21353.6,229999.9,821.0,0.2,,98.8,DEMO_SYNTHETIC
PROD-000271,M004,2026-06-05,8493.2,7791.4,7597.9,39666.1,39859.6,1067.7,701.8,1.6,,91.74,DEMO_SYNTHETIC
PROD-000272,M004,2026-06-06,8493.2,7990.2,7587.0,20505.3,20908.5,843.0,503.0,2.6,,94.08,DEMO_SYNTHETIC
PROD-000273,M004,2026-06-07,8493.2,8785.3,8539.4,16933.2,17179.1,1738.8,0,2.6,,103.44,DEMO_SYNTHETIC
PROD-000274,M004,2026-06-08,8493.2,7773.9,7341.6,39832.2,40264.5,427.1,719.3,3.4,,91.53,DEMO_SYNTHETIC
PROD-000275,M004,2026-06-09,8493.2,8670.6,7915.3,16504.3,17259.6,592.4,0,1.4,,102.09,DEMO_SYNTHETIC
PROD-000276,M004,2026-06-10,8493.2,6368.6,5477.7,18546.2,19437.1,1153.9,2124.6,4.5,Maintenance Shutdown,74.98,DEMO_SYNTHETIC
PROD-000277,M004,2026-06-11,8493.2,7647.7,6539.5,41870.4,42978.6,638.5,845.5,0.7,,90.04,DEMO_SYNTHETIC
PROD-000278,M004,2026-06-12,8493.2,8874.5,8231.1,40784.4,41427.8,1419.4,0,2.7,,104.49,DEMO_SYNTHETIC
PROD-000279,M004,2026-06-13,8493.2,7664.3,7495.7,25217.2,25385.8,503.5,828.9,0.9,,90.24,DEMO_SYNTHETIC
PROD-000280,M004,2026-06-14,8493.2,7508.2,6445.1,10883.8,11946.9,576.7,985.0,6.4,,88.4,DEMO_SYNTHETIC
PROD-000281,M004,2026-06-15,8493.2,8691.8,7162.5,8325.2,9854.5,1070.1,0,3.2,,102.34,DEMO_SYNTHETIC
PROD-000282,M004,2026-06-16,8493.2,9475.3,9178.3,35890.4,36187.4,1181.3,0,3.4,,111.56,DEMO_SYNTHETIC
PROD-000283,M004,2026-06-17,8493.2,7943.4,6523.7,44566.1,45985.8,1492.2,549.8,4.2,,93.53,DEMO_SYNTHETIC
PROD-000284,M004,2026-06-18,8493.2,7238.4,6151.0,36694.7,37782.1,779.8,1254.8,3.3,,85.23,DEMO_SYNTHETIC
PROD-000285,M004,2026-06-19,8493.2,7819.8,6856.5,17894.2,18857.5,1176.1,673.4,2.5,,92.07,DEMO_SYNTHETIC
PROD-000286,M004,2026-06-20,8493.2,9472.4,9140.5,27954.4,28286.3,1047.2,0,0.6,,111.53,DEMO_SYNTHETIC
PROD-000287,M004,2026-06-21,8493.2,8791.6,7372.1,41172.6,42592.1,1651.1,0,2.7,,103.51,DEMO_SYNTHETIC
PROD-000288,M004,2026-06-22,8493.2,8917.0,8015.3,33375.2,34276.9,922.0,0,0.1,,104.99,DEMO_SYNTHETIC
PROD-000289,M004,2026-06-23,8493.2,8716.6,8013.4,41977.3,42680.5,667.1,0,1.5,,102.63,DEMO_SYNTHETIC
PROD-000290,M004,2026-06-24,8493.2,8104.5,6840.0,23406.5,24671.0,484.5,388.7,5.4,,95.42,DEMO_SYNTHETIC
PROD-000291,M004,2026-06-25,8493.2,8237.7,7732.8,39145.7,39650.6,1460.7,255.5,1.0,,96.99,DEMO_SYNTHETIC
PROD-000292,M004,2026-06-26,8493.2,9075.8,7958.0,20834.5,21952.3,1108.9,0,6.2,,106.86,DEMO_SYNTHETIC
PROD-000293,M004,2026-06-27,8493.2,7657.3,7125.1,9009.9,9542.1,946.8,835.9,0,,90.16,DEMO_SYNTHETIC
PROD-000294,M004,2026-06-28,8493.2,8005.2,7820.4,38499.4,38684.2,970.4,488.0,2.5,,94.25,DEMO_SYNTHETIC
PROD-000295,M004,2026-06-29,8493.2,8208.7,7228.2,42926.3,43906.8,1490.6,284.5,0,,96.65,DEMO_SYNTHETIC
PROD-000296,M004,2026-06-30,8493.2,7811.7,6825.0,8119.1,9105.8,1252.5,681.5,1.4,,91.98,DEMO_SYNTHETIC
PROD-000297,M004,2026-07-01,8493.2,6605.7,6268.6,18708.3,19045.4,738.5,1887.5,2.1,Maintenance Shutdown,77.78,DEMO_SYNTHETIC
PROD-000298,M004,2026-07-02,8493.2,7316.2,7122.4,23216.5,23410.3,428.5,1177.0,2.5,,86.14,DEMO_SYNTHETIC
PROD-000299,M004,2026-07-03,8493.2,8396.6,8211.1,40922.2,41107.7,1308.2,96.6,6.2,,98.86,DEMO_SYNTHETIC
PROD-000300,M004,2026-07-04,8493.2,8607.6,8251.4,33972.0,34328.2,751.9,0,2.8,,101.35,DEMO_SYNTHETIC
PROD-000301,M004,2026-07-05,8493.2,7447.0,6595.1,8691.1,9543.0,513.0,1046.2,5.8,,87.68,DEMO_SYNTHETIC
PROD-000302,M004,2026-07-06,8493.2,7504.7,6279.8,9659.7,10884.6,1297.6,988.5,0.5,,88.36,DEMO_SYNTHETIC
PROD-000303,M004,2026-07-07,8493.2,7519.5,6503.8,38461.5,39477.2,401.9,973.7,1.0,,88.54,DEMO_SYNTHETIC
PROD-000304,M004,2026-07-08,8493.2,7628.0,6735.8,32766.8,33659.0,1177.5,865.2,0.5,,89.81,DEMO_SYNTHETIC
PROD-000305,M004,2026-07-09,8493.2,9242.5,8084.1,18546.1,19704.5,960.8,0,2.4,,108.82,DEMO_SYNTHETIC
PROD-000306,M004,2026-07-10,8493.2,7449.9,6535.4,39841.7,40756.2,581.8,1043.3,0.3,,87.72,DEMO_SYNTHETIC
PROD-000307,M004,2026-07-11,8493.2,7814.4,6929.3,8854.3,9739.4,1531.3,678.8,2.3,,92.01,DEMO_SYNTHETIC
PROD-000308,M004,2026-07-12,8493.2,8282.1,7793.8,14518.7,15007.0,759.2,211.1,2.6,,97.51,DEMO_SYNTHETIC
PROD-000309,M004,2026-07-13,8493.2,7821.6,6669.9,20577.1,21728.8,1220.3,671.6,1.6,,92.09,DEMO_SYNTHETIC
PROD-000310,M004,2026-07-14,8493.2,7480.5,6462.2,22083.7,23102.0,1038.6,1012.7,1.7,,88.08,DEMO_SYNTHETIC
PROD-000311,M004,2026-07-15,8493.2,8986.3,8246.7,11553.3,12292.9,587.0,0,1.0,,105.81,DEMO_SYNTHETIC
PROD-000312,M004,2026-07-16,8493.2,8666.3,8253.7,9137.4,9550.0,1025.3,0,3.0,,102.04,DEMO_SYNTHETIC
PROD-000313,M004,2026-07-17,8493.2,8679.6,7964.4,11544.2,12259.4,1334.2,0,3.9,,102.19,DEMO_SYNTHETIC
PROD-000314,M004,2026-07-18,8493.2,8307.7,7970.1,37184.3,37521.9,1646.9,185.5,1.6,,97.82,DEMO_SYNTHETIC
PROD-000315,M004,2026-07-19,8493.2,7659.8,6740.0,35647.1,36566.9,414.1,833.4,1.4,,90.19,DEMO_SYNTHETIC
PROD-000316,M004,2026-07-20,8493.2,8209.8,6992.8,12846.7,14063.7,757.9,283.4,0.0,,96.66,DEMO_SYNTHETIC
PROD-000317,M004,2026-07-21,8493.2,7980.8,7626.4,30757.6,31112.0,510.4,512.4,4.2,,93.97,DEMO_SYNTHETIC
PROD-000318,M004,2026-07-22,8493.2,8473.7,8236.4,36433.8,36671.1,1588.5,19.5,3.6,,99.77,DEMO_SYNTHETIC
PROD-000319,M004,2026-07-23,8493.2,7174.9,6254.8,37627.7,38547.8,1075.7,1318.3,2.2,,84.48,DEMO_SYNTHETIC
PROD-000320,M004,2026-07-24,8493.2,7828.4,7535.7,37072.4,37365.1,1441.4,664.8,1.5,,92.17,DEMO_SYNTHETIC
PROD-000321,M004,2026-07-25,8493.2,8543.4,7067.9,22027.9,23503.4,1044.3,0,1.3,,100.59,DEMO_SYNTHETIC
PROD-000322,M004,2026-07-26,8493.2,8679.8,8463.0,25243.1,25459.9,964.6,0,3.0,,102.2,DEMO_SYNTHETIC
PROD-000323,M004,2026-07-27,8493.2,7687.3,6809.8,31760.9,32638.4,1320.1,805.9,1.6,,90.51,DEMO_SYNTHETIC
PROD-000324,M004,2026-07-28,8493.2,8498.2,7271.0,20957.0,22184.2,1037.5,0,0,,100.06,DEMO_SYNTHETIC
PROD-000325,M004,2026-07-29,8493.2,8085.7,7820.8,18475.5,18740.4,1067.2,407.5,0.3,,95.2,DEMO_SYNTHETIC
PROD-000326,M004,2026-07-30,8493.2,8264.2,6882.6,43329.9,44711.5,1577.7,229.0,2.0,,97.3,DEMO_SYNTHETIC
PROD-000327,M004,2026-07-31,8493.2,8605.1,7909.6,20874.6,21570.1,556.8,0,0,,101.32,DEMO_SYNTHETIC
PROD-000328,M004,2026-08-01,8493.2,6672.1,5706.8,21126.8,22092.1,533.5,1821.1,3.8,Equipment Breakdown,78.56,DEMO_SYNTHETIC
PROD-000329,M004,2026-08-02,8493.2,8086.5,7336.7,43084.0,43833.8,857.9,406.7,3.6,,95.21,DEMO_SYNTHETIC
PROD-000330,M004,2026-08-03,8493.2,7416.7,6828.6,41536.4,42124.5,496.9,1076.5,5.2,,87.33,DEMO_SYNTHETIC
PROD-000331,M004,2026-08-04,8493.2,7858.9,7418.6,44062.3,44502.6,1562.4,634.3,5.0,,92.53,DEMO_SYNTHETIC
PROD-000332,M004,2026-08-05,8493.2,10000.4,8961.2,10099.9,11139.1,1861.1,0,2.9,,117.75,DEMO_SYNTHETIC
PROD-000333,M004,2026-08-06,8493.2,7285.3,6007.7,39067.0,40344.6,626.2,1207.9,1.6,,85.78,DEMO_SYNTHETIC
PROD-000334,M004,2026-08-07,8493.2,8264.0,7753.9,13295.1,13805.2,1566.1,229.2,2.0,,97.3,DEMO_SYNTHETIC
PROD-000335,M004,2026-08-08,8493.2,9179.5,8882.3,32008.1,32305.3,1048.6,0,1.7,,108.08,DEMO_SYNTHETIC
PROD-000336,M004,2026-08-09,8493.2,8280.1,7471.2,23453.5,24262.4,1469.7,213.1,0,,97.49,DEMO_SYNTHETIC
PROD-000337,M004,2026-08-10,8493.2,8167.9,7617.5,17600.6,18151.0,1504.1,325.3,1.2,,96.17,DEMO_SYNTHETIC
PROD-000338,M004,2026-08-11,8493.2,7887.6,7524.9,37993.6,38356.3,612.1,605.6,3.5,,92.87,DEMO_SYNTHETIC
PROD-000339,M004,2026-08-12,8493.2,8976.8,7424.2,11573.1,13125.7,1794.2,0,4.9,,105.69,DEMO_SYNTHETIC
PROD-000340,M004,2026-08-13,8493.2,8910.6,7556.4,37507.7,38861.9,709.5,0,0,,104.91,DEMO_SYNTHETIC
PROD-000341,M004,2026-08-14,8493.2,7845.1,6874.2,38104.7,39075.6,659.2,648.1,0.8,,92.37,DEMO_SYNTHETIC
PROD-000342,M004,2026-08-15,8493.2,7291.7,6941.9,44679.8,45029.6,864.8,1201.5,3.5,,85.85,DEMO_SYNTHETIC
PROD-000343,M004,2026-08-16,8493.2,7741.7,7501.0,28187.5,28428.2,1079.7,751.5,3.6,,91.15,DEMO_SYNTHETIC
PROD-000344,M004,2026-08-17,8493.2,8239.3,7064.3,24765.2,25940.2,1494.0,253.9,2.8,,97.01,DEMO_SYNTHETIC
PROD-000345,M004,2026-08-18,8493.2,7963.3,7469.9,22317.0,22810.4,443.8,529.9,5.5,,93.76,DEMO_SYNTHETIC
PROD-000346,M004,2026-08-19,8493.2,7010.2,5897.0,14533.8,15647.0,1265.8,1483.0,1.1,,82.54,DEMO_SYNTHETIC
PROD-000347,M004,2026-08-20,8493.2,8566.8,8184.1,18038.8,18421.5,1145.0,0,5.6,,100.87,DEMO_SYNTHETIC
PROD-000348,M004,2026-08-21,8493.2,6210.8,5648.1,40944.3,41507.0,754.1,2282.4,1.7,Haul Road Constraint,73.13,DEMO_SYNTHETIC
PROD-000349,M004,2026-08-22,8493.2,8309.7,7167.9,29423.2,30565.0,522.4,183.5,0,,97.84,DEMO_SYNTHETIC
PROD-000350,M004,2026-08-23,8493.2,8240.8,7248.6,9532.0,10524.2,442.4,252.4,2.6,,97.03,DEMO_SYNTHETIC
PROD-000351,M004,2026-08-24,8493.2,6654.6,5960.4,32662.0,33356.2,1191.5,1838.6,4.1,Heavy Rainfall,78.35,DEMO_SYNTHETIC
PROD-000352,M004,2026-08-25,8493.2,8092.2,7846.5,28984.4,29230.1,841.7,401.0,1.4,,95.28,DEMO_SYNTHETIC
PROD-000353,M004,2026-08-26,8493.2,7792.2,7632.3,15510.2,15670.1,688.3,701.0,1.6,,91.75,DEMO_SYNTHETIC
PROD-000354,M004,2026-08-27,8493.2,9004.2,7571.9,21225.7,22658.0,1122.6,0,0.9,,106.02,DEMO_SYNTHETIC
PROD-000355,M004,2026-08-28,8493.2,7784.1,6488.7,26356.6,27652.0,595.6,709.1,5.9,,91.65,DEMO_SYNTHETIC
PROD-000356,M004,2026-08-29,8493.2,7950.7,6749.9,30532.9,31733.7,1388.6,542.5,4.6,,93.61,DEMO_SYNTHETIC
PROD-000357,M004,2026-08-30,8493.2,8759.0,8157.1,13780.7,14382.6,448.0,0,2.1,,103.13,DEMO_SYNTHETIC
PROD-000358,M004,2026-08-31,8493.2,6933.5,5774.6,17485.8,18644.7,691.3,1559.7,4.0,,81.64,DEMO_SYNTHETIC
PROD-000359,M004,2026-09-01,8493.2,8065.1,7709.1,24635.7,24991.7,637.6,428.1,4.1,,94.96,DEMO_SYNTHETIC
PROD-000360,M004,2026-09-02,8493.2,9847.7,9403.6,33069.2,33513.3,1383.1,0,4.8,,115.95,DEMO_SYNTHETIC
PROD-000361,M005,2026-06-05,82191.8,82579.3,76994.6,35907.6,41492.3,168624.5,0,3.3,,100.47,DEMO_SYNTHETIC
PROD-000362,M005,2026-06-06,82191.8,76848.8,71571.0,13667.3,18945.1,262460.4,5343.0,0.8,,93.5,DEMO_SYNTHETIC
PROD-000363,M005,2026-06-07,82191.8,82466.6,70529.5,12136.1,24073.2,300666.9,0,1.0,,100.33,DEMO_SYNTHETIC
PROD-000364,M005,2026-06-08,82191.8,82876.1,72794.7,40244.6,50326.0,286367.7,0,3.8,,100.83,DEMO_SYNTHETIC
PROD-000365,M005,2026-06-09,82191.8,75245.2,62919.2,29416.2,41742.2,256440.6,6946.6,1.4,,91.55,DEMO_SYNTHETIC
PROD-000366,M005,2026-06-10,82191.8,73290.3,70340.2,12382.3,15332.4,225875.3,8901.5,2.4,,89.17,DEMO_SYNTHETIC
PROD-000367,M005,2026-06-11,82191.8,86328.9,75504.0,43550.4,54375.3,184731.4,0,2.8,,105.03,DEMO_SYNTHETIC
PROD-000368,M005,2026-06-12,82191.8,72820.0,60090.1,34201.6,46931.5,99506.4,9371.8,0,,88.6,DEMO_SYNTHETIC
PROD-000369,M005,2026-06-13,82191.8,74883.3,72572.9,9344.5,11654.9,246418.0,7308.5,3.4,,91.11,DEMO_SYNTHETIC
PROD-000370,M005,2026-06-14,82191.8,68633.0,56780.0,11404.6,23257.6,223851.2,13558.8,2.1,,83.5,DEMO_SYNTHETIC
PROD-000371,M005,2026-06-15,82191.8,86226.4,82157.9,36624.6,40693.1,133974.3,0,4.5,,104.91,DEMO_SYNTHETIC
PROD-000372,M005,2026-06-16,82191.8,89136.6,84911.3,26451.6,30676.9,172820.8,0,2.1,,108.45,DEMO_SYNTHETIC
PROD-000373,M005,2026-06-17,82191.8,86484.4,83827.7,39709.8,42366.5,166156.8,0,6.8,,105.22,DEMO_SYNTHETIC
PROD-000374,M005,2026-06-18,82191.8,77500.6,71532.9,23295.7,29263.4,228320.0,4691.2,3.1,,94.29,DEMO_SYNTHETIC
